,absolute_path,class_mark,numerical_class_mark,width,height,channels
303,D:\Projects\Python\python\Lab4\dataset\tiger\0303.jpg,tiger,0,480,270,3
304,D:\Projects\Python\python\Lab4\dataset\tiger\0304.jpg,tiger,0,480,320,3
305,D:\Projects\Python\python\Lab4\dataset\tiger\0305.jpg,tiger,0,480,319,3
306,D:\Projects\Python\python\Lab4\dataset\tiger\0306.jpg,tiger,0,480,270,3
307,D:\Projects\Python\python\Lab4\dataset\tiger\0307.jpg,tiger,0,480,300,3
308,D:\Projects\Python\python\Lab4\dataset\tiger\0308.jpg,tiger,0,480,300,3
309,D:\Projects\Python\python\Lab4\dataset\tiger\0309.jpg,tiger,0,474,320,3
310,D:\Projects\Python\python\Lab4\dataset\tiger\0310.jpg,tiger,0,480,300,3
311,D:\Projects\Python\python\Lab4\dataset\tiger\0311.jpg,tiger,0,480,319,3
312,D:\Projects\Python\python\Lab4\dataset\tiger\0312.jpg,tiger,0,480,270,3
313,D:\Projects\Python\python\Lab4\dataset\tiger\0313.jpg,tiger,0,480,320,3
314,D:\Projects\Python\python\Lab4\dataset\tiger\0314.jpg,tiger,0,480,320,3
315,D:\Projects\Python\python\Lab4\dataset\tiger\0315.jpg,tiger,0,479,320,3
316,D:\Projects\Python\python\Lab4\dataset\tiger\0316.jpg,tiger,0,427,320,3
317,D:\Projects\Python\python\Lab4\dataset\tiger\0317.jpg,tiger,0,480,300,3
318,D:\Projects\Python\python\Lab4\dataset\tiger\0318.jpg,tiger,0,480,300,3
319,D:\Projects\Python\python\Lab4\dataset\tiger\0319.jpg,tiger,0,480,306,3
320,D:\Projects\Python\python\Lab4\dataset\tiger\0320.jpg,tiger,0,480,320,3
321,D:\Projects\Python\python\Lab4\dataset\tiger\0321.jpg,tiger,0,435,320,3
322,D:\Projects\Python\python\Lab4\dataset\tiger\0322.jpg,tiger,0,480,320,3
323,D:\Projects\Python\python\Lab4\dataset\tiger\0323.jpg,tiger,0,480,320,3
324,D:\Projects\Python\python\Lab4\dataset\tiger\0324.jpg,tiger,0,238,320,3
325,D:\Projects\Python\python\Lab4\dataset\tiger\0325.jpg,tiger,0,480,320,3
326,D:\Projects\Python\python\Lab4\dataset\tiger\0326.jpg,tiger,0,480,270,3
327,D:\Projects\Python\python\Lab4\dataset\tiger\0327.jpg,tiger,0,480,320,3
328,D:\Projects\Python\python\Lab4\dataset\tiger\0328.jpg,tiger,0,480,320,3
329,D:\Projects\Python\python\Lab4\dataset\tiger\0329.jpg,tiger,0,480,292,3
330,D:\Projects\Python\python\Lab4\dataset\tiger\0330.jpg,tiger,0,480,320,3
331,D:\Projects\Python\python\Lab4\dataset\tiger\0331.jpg,tiger,0,427,320,3
332,D:\Projects\Python\python\Lab4\dataset\tiger\0332.jpg,tiger,0,478,320,3
333,D:\Projects\Python\python\Lab4\dataset\tiger\0333.jpg,tiger,0,480,300,3
334,D:\Projects\Python\python\Lab4\dataset\tiger\0334.jpg,tiger,0,427,320,3
335,D:\Projects\Python\python\Lab4\dataset\tiger\0335.jpg,tiger,0,480,320,3
336,D:\Projects\Python\python\Lab4\dataset\tiger\0336.jpg,tiger,0,480,320,3
337,D:\Projects\Python\python\Lab4\dataset\tiger\0337.jpg,tiger,0,240,320,3
338,D:\Projects\Python\python\Lab4\dataset\tiger\0338.jpg,tiger,0,404,320,3
339,D:\Projects\Python\python\Lab4\dataset\tiger\0339.jpg,tiger,0,480,320,3
340,D:\Projects\Python\python\Lab4\dataset\tiger\0340.jpg,tiger,0,476,320,3
341,D:\Projects\Python\python\Lab4\dataset\tiger\0341.jpg,tiger,0,427,320,3
342,D:\Projects\Python\python\Lab4\dataset\tiger\0342.jpg,tiger,0,480,319,3
343,D:\Projects\Python\python\Lab4\dataset\tiger\0343.jpg,tiger,0,320,320,3
344,D:\Projects\Python\python\Lab4\dataset\tiger\0344.jpg,tiger,0,480,308,3
345,D:\Projects\Python\python\Lab4\dataset\tiger\0345.jpg,tiger,0,480,320,3
346,D:\Projects\Python\python\Lab4\dataset\tiger\0346.jpg,tiger,0,480,320,3
347,D:\Projects\Python\python\Lab4\dataset\tiger\0347.jpg,tiger,0,480,320,3
348,D:\Projects\Python\python\Lab4\dataset\tiger\0348.jpg,tiger,0,480,300,3
349,D:\Projects\Python\python\Lab4\dataset\tiger\0349.jpg,tiger,0,479,320,3
350,D:\Projects\Python\python\Lab4\dataset\tiger\0350.jpg,tiger,0,256,320,3
351,D:\Projects\Python\python\Lab4\dataset\tiger\0351.jpg,tiger,0,480,300,3
352,D:\Projects\Python\python\Lab4\dataset\tiger\0352.jpg,tiger,0,480,320,3
353,D:\Projects\Python\python\Lab4\dataset\tiger\0353.jpg,tiger,0,480,270,3
354,D:\Projects\Python\python\Lab4\dataset\tiger\0354.jpg,tiger,0,480,270,3
355,D:\Projects\Python\python\Lab4\dataset\tiger\0355.jpg,tiger,0,480,320,3
356,D:\Projects\Python\python\Lab4\dataset\tiger\0356.jpg,tiger,0,428,320,3
357,D:\Projects\Python\python\Lab4\dataset\tiger\0357.jpg,tiger,0,427,320,3
358,D:\Projects\Python\python\Lab4\dataset\tiger\0358.jpg,tiger,0,478,320,3
359,D:\Projects\Python\python\Lab4\dataset\tiger\0359.jpg,tiger,0,480,270,3
360,D:\Projects\Python\python\Lab4\dataset\tiger\0360.jpg,tiger,0,480,270,3
361,D:\Projects\Python\python\Lab4\dataset\tiger\0361.jpg,tiger,0,480,320,3
362,D:\Projects\Python\python\Lab4\dataset\tiger\0362.jpg,tiger,0,480,320,3
363,D:\Projects\Python\python\Lab4\dataset\tiger\0363.jpg,tiger,0,465,320,3
364,D:\Projects\Python\python\Lab4\dataset\tiger\0364.jpg,tiger,0,480,270,3
365,D:\Projects\Python\python\Lab4\dataset\tiger\0365.jpg,tiger,0,480,320,3
366,D:\Projects\Python\python\Lab4\dataset\tiger\0366.jpg,tiger,0,427,320,3
367,D:\Projects\Python\python\Lab4\dataset\tiger\0367.jpg,tiger,0,480,319,3
368,D:\Projects\Python\python\Lab4\dataset\tiger\0368.jpg,tiger,0,480,270,3
369,D:\Projects\Python\python\Lab4\dataset\tiger\0369.jpg,tiger,0,480,320,3
370,D:\Projects\Python\python\Lab4\dataset\tiger\0370.jpg,tiger,0,480,300,3
371,D:\Projects\Python\python\Lab4\dataset\tiger\0371.jpg,tiger,0,480,300,3
372,D:\Projects\Python\python\Lab4\dataset\tiger\0372.jpg,tiger,0,480,320,3
373,D:\Projects\Python\python\Lab4\dataset\tiger\0373.jpg,tiger,0,480,300,3
374,D:\Projects\Python\python\Lab4\dataset\tiger\0374.jpg,tiger,0,427,320,3
375,D:\Projects\Python\python\Lab4\dataset\tiger\0375.jpg,tiger,0,427,320,3
376,D:\Projects\Python\python\Lab4\dataset\tiger\0376.jpg,tiger,0,283,320,3
377,D:\Projects\Python\python\Lab4\dataset\tiger\0377.jpg,tiger,0,480,300,3
378,D:\Projects\Python\python\Lab4\dataset\tiger\0378.jpg,tiger,0,480,300,3
379,D:\Projects\Python\python\Lab4\dataset\tiger\0379.jpg,tiger,0,480,270,3
380,D:\Projects\Python\python\Lab4\dataset\tiger\0380.jpg,tiger,0,324,320,3
381,D:\Projects\Python\python\Lab4\dataset\tiger\0381.jpg,tiger,0,480,270,3
382,D:\Projects\Python\python\Lab4\dataset\tiger\0382.jpg,tiger,0,240,320,3
383,D:\Projects\Python\python\Lab4\dataset\tiger\0383.jpg,tiger,0,480,300,3
384,D:\Projects\Python\python\Lab4\dataset\tiger\0384.jpg,tiger,0,303,320,3
385,D:\Projects\Python\python\Lab4\dataset\tiger\0385.jpg,tiger,0,480,320,3
386,D:\Projects\Python\python\Lab4\dataset\tiger\0386.jpg,tiger,0,480,320,3
387,D:\Projects\Python\python\Lab4\dataset\tiger\0387.jpg,tiger,0,480,270,3
388,D:\Projects\Python\python\Lab4\dataset\tiger\0388.jpg,tiger,0,480,270,3
389,D:\Projects\Python\python\Lab4\dataset\tiger\0389.jpg,tiger,0,480,300,3
390,D:\Projects\Python\python\Lab4\dataset\tiger\0390.jpg,tiger,0,480,295,3
391,D:\Projects\Python\python\Lab4\dataset\tiger\0391.jpg,tiger,0,427,320,3
392,D:\Projects\Python\python\Lab4\dataset\tiger\0392.jpg,tiger,0,480,320,3
393,D:\Projects\Python\python\Lab4\dataset\tiger\0393.jpg,tiger,0,329,320,3
394,D:\Projects\Python\python\Lab4\dataset\tiger\0394.jpg,tiger,0,480,320,3
395,D:\Projects\Python\python\Lab4\dataset\tiger\0395.jpg,tiger,0,480,300,3
396,D:\Projects\Python\python\Lab4\dataset\tiger\0396.jpg,tiger,0,480,320,3
397,D:\Projects\Python\python\Lab4\dataset\tiger\0397.jpg,tiger,0,480,300,3
398,D:\Projects\Python\python\Lab4\dataset\tiger\0398.jpg,tiger,0,480,270,3
399,D:\Projects\Python\python\Lab4\dataset\tiger\0399.jpg,tiger,0,480,320,3
400,D:\Projects\Python\python\Lab4\dataset\tiger\0400.jpg,tiger,0,480,300,3
401,D:\Projects\Python\python\Lab4\dataset\tiger\0401.jpg,tiger,0,480,320,3
402,D:\Projects\Python\python\Lab4\dataset\tiger\0402.jpg,tiger,0,480,270,3
403,D:\Projects\Python\python\Lab4\dataset\tiger\0403.jpg,tiger,0,480,300,3
404,D:\Projects\Python\python\Lab4\dataset\tiger\0404.jpg,tiger,0,443,320,3
405,D:\Projects\Python\python\Lab4\dataset\tiger\0405.jpg,tiger,0,480,270,3
406,D:\Projects\Python\python\Lab4\dataset\tiger\0406.jpg,tiger,0,427,320,3
407,D:\Projects\Python\python\Lab4\dataset\tiger\0407.jpg,tiger,0,480,320,3
408,D:\Projects\Python\python\Lab4\dataset\tiger\0408.jpg,tiger,0,480,320,3
409,D:\Projects\Python\python\Lab4\dataset\tiger\0409.jpg,tiger,0,480,300,3
410,D:\Projects\Python\python\Lab4\dataset\tiger\0410.jpg,tiger,0,480,300,3
411,D:\Projects\Python\python\Lab4\dataset\tiger\0411.jpg,tiger,0,462,320,3
412,D:\Projects\Python\python\Lab4\dataset\tiger\0412.jpg,tiger,0,480,320,3
413,D:\Projects\Python\python\Lab4\dataset\tiger\0413.jpg,tiger,0,480,320,3
414,D:\Projects\Python\python\Lab4\dataset\tiger\0414.jpg,tiger,0,427,320,3
415,D:\Projects\Python\python\Lab4\dataset\tiger\0415.jpg,tiger,0,480,300,3
416,D:\Projects\Python\python\Lab4\dataset\tiger\0416.jpg,tiger,0,480,300,3
417,D:\Projects\Python\python\Lab4\dataset\tiger\0417.jpg,tiger,0,480,300,3
418,D:\Projects\Python\python\Lab4\dataset\tiger\0418.jpg,tiger,0,387,320,3
419,D:\Projects\Python\python\Lab4\dataset\tiger\0419.jpg,tiger,0,480,311,3
420,D:\Projects\Python\python\Lab4\dataset\tiger\0420.jpg,tiger,0,480,300,3
421,D:\Projects\Python\python\Lab4\dataset\tiger\0421.jpg,tiger,0,462,320,3
422,D:\Projects\Python\python\Lab4\dataset\tiger\0422.jpg,tiger,0,480,320,3
423,D:\Projects\Python\python\Lab4\dataset\tiger\0423.jpg,tiger,0,480,320,3
424,D:\Projects\Python\python\Lab4\dataset\tiger\0424.jpg,tiger,0,427,320,3
425,D:\Projects\Python\python\Lab4\dataset\tiger\0425.jpg,tiger,0,480,300,3
426,D:\Projects\Python\python\Lab4\dataset\tiger\0426.jpg,tiger,0,480,300,3
427,D:\Projects\Python\python\Lab4\dataset\tiger\0427.jpg,tiger,0,387,320,3
428,D:\Projects\Python\python\Lab4\dataset\tiger\0428.jpg,tiger,0,480,311,3
429,D:\Projects\Python\python\Lab4\dataset\tiger\0429.jpg,tiger,0,480,270,3
430,D:\Projects\Python\python\Lab4\dataset\tiger\0430.jpg,tiger,0,480,300,3
431,D:\Projects\Python\python\Lab4\dataset\tiger\0431.jpg,tiger,0,479,320,3
432,D:\Projects\Python\python\Lab4\dataset\tiger\0432.jpg,tiger,0,400,320,3
433,D:\Projects\Python\python\Lab4\dataset\tiger\0433.jpg,tiger,0,427,320,3
434,D:\Projects\Python\python\Lab4\dataset\tiger\0434.jpg,tiger,0,240,320,3
435,D:\Projects\Python\python\Lab4\dataset\tiger\0435.jpg,tiger,0,480,320,3
436,D:\Projects\Python\python\Lab4\dataset\tiger\0436.jpg,tiger,0,480,320,3
437,D:\Projects\Python\python\Lab4\dataset\tiger\0437.jpg,tiger,0,213,320,3
438,D:\Projects\Python\python\Lab4\dataset\tiger\0438.jpg,tiger,0,480,320,3
439,D:\Projects\Python\python\Lab4\dataset\tiger\0439.jpg,tiger,0,480,319,3
440,D:\Projects\Python\python\Lab4\dataset\tiger\0440.jpg,tiger,0,480,251,3
441,D:\Projects\Python\python\Lab4\dataset\tiger\0441.jpg,tiger,0,480,300,3
442,D:\Projects\Python\python\Lab4\dataset\tiger\0442.jpg,tiger,0,306,320,3
443,D:\Projects\Python\python\Lab4\dataset\tiger\0443.jpg,tiger,0,427,320,3
444,D:\Projects\Python\python\Lab4\dataset\tiger\0444.jpg,tiger,0,480,300,3
445,D:\Projects\Python\python\Lab4\dataset\tiger\0445.jpg,tiger,0,437,320,3
446,D:\Projects\Python\python\Lab4\dataset\tiger\0446.jpg,tiger,0,480,300,3
447,D:\Projects\Python\python\Lab4\dataset\tiger\0447.jpg,tiger,0,480,300,3
448,D:\Projects\Python\python\Lab4\dataset\tiger\0448.jpg,tiger,0,262,320,3
449,D:\Projects\Python\python\Lab4\dataset\tiger\0449.jpg,tiger,0,480,270,3
450,D:\Projects\Python\python\Lab4\dataset\tiger\0450.jpg,tiger,0,480,300,3
451,D:\Projects\Python\python\Lab4\dataset\tiger\0451.jpg,tiger,0,480,320,3
452,D:\Projects\Python\python\Lab4\dataset\tiger\0452.jpg,tiger,0,480,306,3
453,D:\Projects\Python\python\Lab4\dataset\tiger\0453.jpg,tiger,0,480,300,3
454,D:\Projects\Python\python\Lab4\dataset\tiger\0454.jpg,tiger,0,480,318,3
455,D:\Projects\Python\python\Lab4\dataset\tiger\0455.jpg,tiger,0,282,320,3
456,D:\Projects\Python\python\Lab4\dataset\tiger\0456.jpg,tiger,0,480,319,3
457,D:\Projects\Python\python\Lab4\dataset\tiger\0457.jpg,tiger,0,480,320,3
458,D:\Projects\Python\python\Lab4\dataset\tiger\0458.jpg,tiger,0,480,300,3
459,D:\Projects\Python\python\Lab4\dataset\tiger\0459.jpg,tiger,0,480,319,3
460,D:\Projects\Python\python\Lab4\dataset\tiger\0460.jpg,tiger,0,480,319,3
461,D:\Projects\Python\python\Lab4\dataset\tiger\0461.jpg,tiger,0,480,320,3
462,D:\Projects\Python\python\Lab4\dataset\tiger\0462.jpg,tiger,0,427,320,3
463,D:\Projects\Python\python\Lab4\dataset\tiger\0463.jpg,tiger,0,480,270,3
464,D:\Projects\Python\python\Lab4\dataset\tiger\0464.jpg,tiger,0,480,320,3
465,D:\Projects\Python\python\Lab4\dataset\tiger\0465.jpg,tiger,0,480,320,3
466,D:\Projects\Python\python\Lab4\dataset\tiger\0466.jpg,tiger,0,480,320,3
467,D:\Projects\Python\python\Lab4\dataset\tiger\0467.jpg,tiger,0,480,300,3
468,D:\Projects\Python\python\Lab4\dataset\tiger\0468.jpg,tiger,0,480,320,3
469,D:\Projects\Python\python\Lab4\dataset\tiger\0469.jpg,tiger,0,430,320,3
470,D:\Projects\Python\python\Lab4\dataset\tiger\0470.jpg,tiger,0,480,305,3
471,D:\Projects\Python\python\Lab4\dataset\tiger\0471.jpg,tiger,0,320,320,3
472,D:\Projects\Python\python\Lab4\dataset\tiger\0472.jpg,tiger,0,475,320,3
473,D:\Projects\Python\python\Lab4\dataset\tiger\0473.jpg,tiger,0,480,319,3
474,D:\Projects\Python\python\Lab4\dataset\tiger\0474.jpg,tiger,0,480,282,3
475,D:\Projects\Python\python\Lab4\dataset\tiger\0475.jpg,tiger,0,480,319,3
476,D:\Projects\Python\python\Lab4\dataset\tiger\0476.jpg,tiger,0,480,320,3
477,D:\Projects\Python\python\Lab4\dataset\tiger\0477.jpg,tiger,0,480,320,3
478,D:\Projects\Python\python\Lab4\dataset\tiger\0478.jpg,tiger,0,480,300,3
479,D:\Projects\Python\python\Lab4\dataset\tiger\0479.jpg,tiger,0,480,309,3
480,D:\Projects\Python\python\Lab4\dataset\tiger\0480.jpg,tiger,0,430,320,3
481,D:\Projects\Python\python\Lab4\dataset\tiger\0481.jpg,tiger,0,480,305,3
482,D:\Projects\Python\python\Lab4\dataset\tiger\0482.jpg,tiger,0,320,320,3
483,D:\Projects\Python\python\Lab4\dataset\tiger\0483.jpg,tiger,0,475,320,3
484,D:\Projects\Python\python\Lab4\dataset\tiger\0484.jpg,tiger,0,480,319,3
485,D:\Projects\Python\python\Lab4\dataset\tiger\0485.jpg,tiger,0,480,282,3
486,D:\Projects\Python\python\Lab4\dataset\tiger\0486.jpg,tiger,0,480,319,3
487,D:\Projects\Python\python\Lab4\dataset\tiger\0487.jpg,tiger,0,480,320,3
488,D:\Projects\Python\python\Lab4\dataset\tiger\0488.jpg,tiger,0,480,320,3
489,D:\Projects\Python\python\Lab4\dataset\tiger\0489.jpg,tiger,0,480,300,3
490,D:\Projects\Python\python\Lab4\dataset\tiger\0490.jpg,tiger,0,480,309,3
491,D:\Projects\Python\python\Lab4\dataset\tiger\0491.jpg,tiger,0,480,270,3
492,D:\Projects\Python\python\Lab4\dataset\tiger\0492.jpg,tiger,0,480,320,3
493,D:\Projects\Python\python\Lab4\dataset\tiger\0493.jpg,tiger,0,480,320,3
494,D:\Projects\Python\python\Lab4\dataset\tiger\0494.jpg,tiger,0,432,320,3
495,D:\Projects\Python\python\Lab4\dataset\tiger\0495.jpg,tiger,0,427,320,3
496,D:\Projects\Python\python\Lab4\dataset\tiger\0496.jpg,tiger,0,480,300,3
497,D:\Projects\Python\python\Lab4\dataset\tiger\0497.jpg,tiger,0,242,320,3
498,D:\Projects\Python\python\Lab4\dataset\tiger\0498.jpg,tiger,0,426,320,3
499,D:\Projects\Python\python\Lab4\dataset\tiger\0499.jpg,tiger,0,213,320,3
500,D:\Projects\Python\python\Lab4\dataset\tiger\0500.jpg,tiger,0,480,300,3
501,D:\Projects\Python\python\Lab4\dataset\tiger\0501.jpg,tiger,0,480,320,3
502,D:\Projects\Python\python\Lab4\dataset\tiger\0502.jpg,tiger,0,480,300,3
503,D:\Projects\Python\python\Lab4\dataset\tiger\0503.jpg,tiger,0,480,306,3
504,D:\Projects\Python\python\Lab4\dataset\tiger\0504.jpg,tiger,0,387,320,3
505,D:\Projects\Python\python\Lab4\dataset\tiger\0505.jpg,tiger,0,480,270,3
506,D:\Projects\Python\python\Lab4\dataset\tiger\0506.jpg,tiger,0,480,319,3
507,D:\Projects\Python\python\Lab4\dataset\tiger\0507.jpg,tiger,0,480,300,3
508,D:\Projects\Python\python\Lab4\dataset\tiger\0508.jpg,tiger,0,480,308,3
509,D:\Projects\Python\python\Lab4\dataset\tiger\0509.jpg,tiger,0,480,270,3
510,D:\Projects\Python\python\Lab4\dataset\tiger\0510.jpg,tiger,0,480,300,3
511,D:\Projects\Python\python\Lab4\dataset\tiger\0511.jpg,tiger,0,480,300,3
512,D:\Projects\Python\python\Lab4\dataset\tiger\0512.jpg,tiger,0,480,300,3
513,D:\Projects\Python\python\Lab4\dataset\tiger\0513.jpg,tiger,0,480,270,3
514,D:\Projects\Python\python\Lab4\dataset\tiger\0514.jpg,tiger,0,480,300,3
515,D:\Projects\Python\python\Lab4\dataset\tiger\0515.jpg,tiger,0,427,320,3
516,D:\Projects\Python\python\Lab4\dataset\tiger\0516.jpg,tiger,0,480,320,3
517,D:\Projects\Python\python\Lab4\dataset\tiger\0517.jpg,tiger,0,480,320,3
518,D:\Projects\Python\python\Lab4\dataset\tiger\0518.jpg,tiger,0,480,320,3
519,D:\Projects\Python\python\Lab4\dataset\tiger\0519.jpg,tiger,0,427,320,3
520,D:\Projects\Python\python\Lab4\dataset\tiger\0520.jpg,tiger,0,480,320,3
521,D:\Projects\Python\python\Lab4\dataset\tiger\0521.jpg,tiger,0,480,320,3
522,D:\Projects\Python\python\Lab4\dataset\tiger\0522.jpg,tiger,0,480,320,3
523,D:\Projects\Python\python\Lab4\dataset\tiger\0523.jpg,tiger,0,420,320,3
524,D:\Projects\Python\python\Lab4\dataset\tiger\0524.jpg,tiger,0,480,300,3
525,D:\Projects\Python\python\Lab4\dataset\tiger\0525.jpg,tiger,0,480,300,3
526,D:\Projects\Python\python\Lab4\dataset\tiger\0526.jpg,tiger,0,480,300,3
527,D:\Projects\Python\python\Lab4\dataset\tiger\0527.jpg,tiger,0,427,320,3
528,D:\Projects\Python\python\Lab4\dataset\tiger\0528.jpg,tiger,0,480,300,3
529,D:\Projects\Python\python\Lab4\dataset\tiger\0529.jpg,tiger,0,480,306,3
530,D:\Projects\Python\python\Lab4\dataset\tiger\0530.jpg,tiger,0,480,300,3
531,D:\Projects\Python\python\Lab4\dataset\tiger\0531.jpg,tiger,0,480,319,3
532,D:\Projects\Python\python\Lab4\dataset\tiger\0532.jpg,tiger,0,213,320,3
533,D:\Projects\Python\python\Lab4\dataset\tiger\0533.jpg,tiger,0,180,320,3
534,D:\Projects\Python\python\Lab4\dataset\tiger\0534.jpg,tiger,0,480,320,3
535,D:\Projects\Python\python\Lab4\dataset\tiger\0535.jpg,tiger,0,480,320,3
536,D:\Projects\Python\python\Lab4\dataset\tiger\0536.jpg,tiger,0,480,314,3
537,D:\Projects\Python\python\Lab4\dataset\tiger\0537.jpg,tiger,0,229,320,3
538,D:\Projects\Python\python\Lab4\dataset\tiger\0538.jpg,tiger,0,480,270,3
539,D:\Projects\Python\python\Lab4\dataset\tiger\0539.jpg,tiger,0,448,320,3
540,D:\Projects\Python\python\Lab4\dataset\tiger\0540.jpg,tiger,0,480,320,3
541,D:\Projects\Python\python\Lab4\dataset\tiger\0541.jpg,tiger,0,480,320,3
542,D:\Projects\Python\python\Lab4\dataset\tiger\0542.jpg,tiger,0,480,270,3
543,D:\Projects\Python\python\Lab4\dataset\tiger\0543.jpg,tiger,0,480,270,3
544,D:\Projects\Python\python\Lab4\dataset\tiger\0544.jpg,tiger,0,480,300,3
545,D:\Projects\Python\python\Lab4\dataset\tiger\0545.jpg,tiger,0,433,320,3
546,D:\Projects\Python\python\Lab4\dataset\tiger\0546.jpg,tiger,0,480,320,3
547,D:\Projects\Python\python\Lab4\dataset\tiger\0547.jpg,tiger,0,427,320,3
548,D:\Projects\Python\python\Lab4\dataset\tiger\0548.jpg,tiger,0,427,320,3
549,D:\Projects\Python\python\Lab4\dataset\tiger\0549.jpg,tiger,0,480,270,3
550,D:\Projects\Python\python\Lab4\dataset\tiger\0550.jpg,tiger,0,480,300,3
551,D:\Projects\Python\python\Lab4\dataset\tiger\0551.jpg,tiger,0,427,320,3
552,D:\Projects\Python\python\Lab4\dataset\tiger\0552.jpg,tiger,0,480,270,3
553,D:\Projects\Python\python\Lab4\dataset\tiger\0553.jpg,tiger,0,480,320,3
554,D:\Projects\Python\python\Lab4\dataset\tiger\0554.jpg,tiger,0,480,270,3
555,D:\Projects\Python\python\Lab4\dataset\tiger\0555.jpg,tiger,0,427,320,3
556,D:\Projects\Python\python\Lab4\dataset\tiger\0556.jpg,tiger,0,417,320,3
557,D:\Projects\Python\python\Lab4\dataset\tiger\0557.jpg,tiger,0,480,320,3
558,D:\Projects\Python\python\Lab4\dataset\tiger\0558.jpg,tiger,0,427,320,3
559,D:\Projects\Python\python\Lab4\dataset\tiger\0559.jpg,tiger,0,480,270,3
560,D:\Projects\Python\python\Lab4\dataset\tiger\0560.jpg,tiger,0,480,300,3
561,D:\Projects\Python\python\Lab4\dataset\tiger\0561.jpg,tiger,0,480,307,3
562,D:\Projects\Python\python\Lab4\dataset\tiger\0562.jpg,tiger,0,480,300,3
563,D:\Projects\Python\python\Lab4\dataset\tiger\0563.jpg,tiger,0,480,320,3
564,D:\Projects\Python\python\Lab4\dataset\tiger\0564.jpg,tiger,0,480,320,3
565,D:\Projects\Python\python\Lab4\dataset\tiger\0565.jpg,tiger,0,417,320,3
566,D:\Projects\Python\python\Lab4\dataset\tiger\0566.jpg,tiger,0,478,320,3
567,D:\Projects\Python\python\Lab4\dataset\tiger\0567.jpg,tiger,0,480,270,3
568,D:\Projects\Python\python\Lab4\dataset\tiger\0568.jpg,tiger,0,480,320,3
569,D:\Projects\Python\python\Lab4\dataset\tiger\0569.jpg,tiger,0,480,300,3
570,D:\Projects\Python\python\Lab4\dataset\tiger\0570.jpg,tiger,0,480,300,3
571,D:\Projects\Python\python\Lab4\dataset\tiger\0571.jpg,tiger,0,480,292,3
572,D:\Projects\Python\python\Lab4\dataset\tiger\0572.jpg,tiger,0,441,320,3
573,D:\Projects\Python\python\Lab4\dataset\tiger\0573.jpg,tiger,0,427,320,3
574,D:\Projects\Python\python\Lab4\dataset\tiger\0574.jpg,tiger,0,480,300,3
575,D:\Projects\Python\python\Lab4\dataset\tiger\0575.jpg,tiger,0,480,300,3
576,D:\Projects\Python\python\Lab4\dataset\tiger\0576.jpg,tiger,0,480,320,3
577,D:\Projects\Python\python\Lab4\dataset\tiger\0577.jpg,tiger,0,480,270,3
578,D:\Projects\Python\python\Lab4\dataset\tiger\0578.jpg,tiger,0,480,306,3
579,D:\Projects\Python\python\Lab4\dataset\tiger\0579.jpg,tiger,0,480,320,3
580,D:\Projects\Python\python\Lab4\dataset\tiger\0580.jpg,tiger,0,400,320,3
581,D:\Projects\Python\python\Lab4\dataset\tiger\0581.jpg,tiger,0,480,320,3
582,D:\Projects\Python\python\Lab4\dataset\tiger\0582.jpg,tiger,0,480,319,3
583,D:\Projects\Python\python\Lab4\dataset\tiger\0583.jpg,tiger,0,480,315,3
584,D:\Projects\Python\python\Lab4\dataset\tiger\0584.jpg,tiger,0,480,270,3
585,D:\Projects\Python\python\Lab4\dataset\tiger\0585.jpg,tiger,0,320,320,3
586,D:\Projects\Python\python\Lab4\dataset\tiger\0586.jpg,tiger,0,480,320,3
587,D:\Projects\Python\python\Lab4\dataset\tiger\0587.jpg,tiger,0,480,320,3
588,D:\Projects\Python\python\Lab4\dataset\tiger\0588.jpg,tiger,0,427,320,3
589,D:\Projects\Python\python\Lab4\dataset\tiger\0589.jpg,tiger,0,427,320,3
590,D:\Projects\Python\python\Lab4\dataset\tiger\0590.jpg,tiger,0,476,320,3
591,D:\Projects\Python\python\Lab4\dataset\tiger\0591.jpg,tiger,0,480,298,3
592,D:\Projects\Python\python\Lab4\dataset\tiger\0592.jpg,tiger,0,480,320,3
593,D:\Projects\Python\python\Lab4\dataset\tiger\0593.jpg,tiger,0,480,300,3
594,D:\Projects\Python\python\Lab4\dataset\tiger\0594.jpg,tiger,0,480,300,3
595,D:\Projects\Python\python\Lab4\dataset\tiger\0595.jpg,tiger,0,480,300,3
596,D:\Projects\Python\python\Lab4\dataset\tiger\0596.jpg,tiger,0,480,320,3
597,D:\Projects\Python\python\Lab4\dataset\tiger\0597.jpg,tiger,0,480,320,3
598,D:\Projects\Python\python\Lab4\dataset\tiger\0598.jpg,tiger,0,480,270,3
599,D:\Projects\Python\python\Lab4\dataset\tiger\0599.jpg,tiger,0,480,270,3
600,D:\Projects\Python\python\Lab4\dataset\tiger\0600.jpg,tiger,0,455,320,3
601,D:\Projects\Python\python\Lab4\dataset\tiger\0601.jpg,tiger,0,480,300,3
602,D:\Projects\Python\python\Lab4\dataset\tiger\0602.jpg,tiger,0,480,300,3
603,D:\Projects\Python\python\Lab4\dataset\tiger\0603.jpg,tiger,0,213,320,3
604,D:\Projects\Python\python\Lab4\dataset\tiger\0604.jpg,tiger,0,480,306,3
605,D:\Projects\Python\python\Lab4\dataset\tiger\0605.jpg,tiger,0,480,306,3
